"Gene_Symbol","ENTREZ_GENE_ID","FoldChanges"
"LOC339260",339260,1.127980325
"LOC339290",339290,0.831244346
"LOC339298",339298,1.016187292
"LOC339316",339316,0.838155992
"LOC339344",339344,1.014863308
"LOC339352",339352,1.480978967
"LOC339400",339400,0.894031302
"LOC339442",339442,1.070386112
"LOC339468",339468,1.037402681
"LOC339483",339483,1.03346982
"LOC339505",339505,1.035952988
"LOC339524",339524,1.085973964
"LOC339535",339535,0.957398397
"LOC339539",339539,1.095181213
"LOC339562",339562,1.121137228
"LOC339568",339568,1.079028325
"LOC339593",339593,1.126065547
"LOC339622",339622,1.025198944
"LOC339666",339666,1.219895387
"LOC339685",339685,1.133406021
"LOC339751",339751,1.061198359
"LOC339760",339760,1.069863737
"LOC339788",339788,0.8880285
"LOC339803",339803,1.089318955
"LOC339807",339807,1.053325162
"LOC339822",339822,1.162416047
"LOC339862",339862,0.925589648
"LOC339874",339874,1.029270456
"LOC339894",339894,0.987362314
"LOC339929",339929,0.967811272
"LOC339975",339975,1.090124868
"LOC339978",339978,1.027522017
"LOC339988",339988,1.110224579
"LOC340017",340017,0.932898661
"LOC340037",340037,1.085177581
"LOC340074",340074,1.106716907
"LOC340085",340085,1.379011059
"LOC340090",340090,1.0049363
"LOC340094",340094,0.969677884
"LOC340107",340107,1.004025193
"LOC340178",340178,1.308168959
"LOC340184",340184,1.047192171
"LOC340239",340239,0.998809381
"LOC340357",340357,1.169730049
"LOC340544",340544,0.992950361
"LOC340581",340581,1.023051793
"LOC340602",340602,1.12328391
"LOC340947",340947,0.977205636
"LOC341912",341912,0.981940438
"LOC342541",342541,0.933943825
"LOC342918",342918,1.115895386
"LOC344595",344595,1.248153236
"LOC344887",344887,0.966124496
"LOC345630",345630,0.620151519
"LOC346887",346887,0.492923625
"LOC347475",347475,1.130988907
"LOC348120",348120,1.081385696
"LOC348174",348174,1.064870445
"LOC348262",348262,1.012440645
"LOC348751",348751,1.037438739
"LOC348761",348761,1.010815134
"LOC348817",348817,1.025919299
"LOC349114",349114,1.708689886
"LOC349160",349160,1.032182542
"LOC349408",349408,1.026453447
"LOC360030",360030,1.301785139
"LOC374443",374443,0.945877985
"LOC374491",374491,0.888109442
"LOC374890",374890,1.034839634
"LOC375010",375010,1.025932588
"LOC375010",728747,1.025932588
"LOC375190",375190,0.939991788
"LOC375190",653140,0.939991788
"LOC375196",375196,0.770002018
"LOC375295",375295,1.087001767
"LOC376693",158104,1.0961221
"LOC376693",376693,1.0961221
"LOC386597",386597,1.121405232
"LOC387647",387647,0.842233199
"LOC387723",387723,0.972327578
"LOC387753",387753,1.216762623
"LOC387763",387763,2.356746795
"LOC387790",387790,1.001224483
"LOC387826",387826,1.071833324
"LOC387895",387895,1.06917729
"LOC388076",388076,0.998971985
"LOC388152",388161,1.487001385
"LOC388161",727751,1.487001385
"LOC388210",388210,0.800206893
"LOC388312",388312,1.737058149
"LOC388401",441896,0.855315181
"LOC388456",388456,1.101584204
"LOC388458",388458,1.114132789
"LOC388474",388474,0.513140204
"LOC388494",388494,1.33548089
"LOC388503",388503,0.962274725
"LOC388524",388524,0.655946018
"LOC388553",388553,1.041358768
"LOC388564",388564,0.869089626
"LOC388588",388588,1.020259723
"LOC388630",388630,1.034041034
"LOC388692",388692,1.065496885
"LOC388780",388780,1.003193884
"LOC388789",388789,0.566977882
"LOC388796",26776,1.312304249
"LOC388796",388796,1.312304249
"LOC388882",388882,1.072876734
"LOC388885",376693,1.075740523
"LOC388889",388889,1.031270877
"LOC388906",388906,1.150188104
"LOC388907",26782,0.908516933
"LOC388907",388907,0.908516933
"LOC388946",388946,0.997986032
"LOC388948",388948,0.972731237
"LOC389023",389023,1.601857592
"LOC389043",389043,1.09520371
"LOC389156",389156,1.216762623
"LOC389199",389199,1.260568663
"LOC389203",389203,0.536590875
"LOC389223",401717,0.420266005
"LOC389247",389247,0.926923198
"LOC389328",389328,1.061254474
"LOC389332",389332,1.067372311
"LOC389457",389457,1.12295709
"LOC389458",389458,0.885961988
"LOC389634",389634,1.088760615
"LOC389641",389641,0.999933945
"LOC389662",389662,1.148131201
"LOC389765",389765,1.018904858
"LOC389831",389831,0.841028207
"LOC389834",389834,1.040958596
"LOC389857",389857,0.806236917
"LOC389895",389895,0.903107591
"LOC389906",389906,1.088795944
"LOC390183",390183,0.635070688
"LOC390354",390354,0.699770886
"LOC390530",390530,0.932496986
"LOC390561",390561,0.873393981
"LOC390595",390595,1.04028014
"LOC390612",390612,1.495768453
"LOC390688",390688,1.050587485
"LOC390705",390705,1.03015034
"LOC390933",390933,1.162793256
"LOC390940",390940,0.992148286
"LOC390998",390998,0.864343975
"LOC391019",387101,0.708595817
"LOC391081",391081,0.929868682
"LOC391132",391132,1.004115198
"LOC391142",391142,1.209734203
"LOC391532",391532,0.933943825
"LOC391670",402112,0.85219965
"LOC391670",440125,0.85219965
"LOC391670",642817,0.85219965
"LOC391833",388885,1.075740523
"LOC399491",399491,1.307765235
"LOC399744",399744,2.239715043
"LOC399804",399804,0.883033314
"LOC399875",399875,1.026188414
"LOC399884",399884,0.918373626
"LOC399900",399900,1.143538552
"LOC399904",399904,0.874880824
"LOC399959",399959,0.777608986
"LOC400027",400027,0.833495276
"LOC400043",400043,1.25618333
"LOC400084",400084,0.889242872
"LOC400099",400099,1.206239736
"LOC400128",400128,1.02825237
"LOC400236",400236,0.985410072
"LOC400238",400238,1.123577303
"LOC400456",400456,1.008578318
"LOC400464",400464,0.948776972
"LOC400541",400541,0.92099081
"LOC400548",400548,1.061755418
"LOC400568",400568,1.170509683
"LOC400573",400573,1.348303039
"LOC400581",400581,0.999677844
"LOC400590",400590,0.946455773
"LOC400604",400604,1.032225023
"LOC400620",400620,1.09848493
"LOC400622",400622,0.969829259
"LOC400642",400642,0.90790418
"LOC400652",400652,0.966820914
"LOC400654",400654,0.934455642
"LOC400655",400655,1.055844367
"LOC400657",400657,0.692474663
"LOC400680",400680,1.015584795
"LOC400684",400684,1.043795472
"LOC400713",400713,0.756086824
"LOC400748",400748,1.138384202
"LOC400756",400756,0.987555138
"LOC400768",400768,0.907895031
"LOC400794",400794,1.057401018
"LOC400796",400796,0.979585724
"LOC400831",400831,1.140066087
"LOC400891",400891,0.932767131
"LOC400927",400927,1.099006073
"LOC400958",400958,1.054235136
"LOC400960",400960,1.04786715
"LOC400965",400965,0.942718765
"LOC400986",400986,0.636609761
"LOC401002",23648,0.941881862
"LOC401022",401022,1.185163852
"LOC401052",401052,0.979461211
"LOC401068",401068,0.9139723
"LOC401074",401074,0.959915772
"LOC401097",401097,1.19316005
"LOC401098",401098,1.070734116
"LOC401134",401134,0.930852725
"LOC401176",401176,1.073303216
"LOC401220",401220,1.352792396
"LOC401222",401222,1.709608014
"LOC401233",401233,0.97296496
"LOC401312",401312,1.155673369
"LOC401317",401317,0.871969729
"LOC401320",401320,0.912767588
"LOC401321",401321,1.145939399
"LOC401324",401324,0.939718546
"LOC401351",401351,1.220416091
"LOC401387",401387,0.898523882
"LOC401397",401397,0.879694741
"LOC401431",401431,0.990436221
"LOC401442",401442,0.904847808
"LOC401463",401463,1.134991397
"LOC401497",401497,0.938964245
"LOC401504",401504,0.905478616
"LOC401533",401533,1.071513403
"LOC401577",401577,1.081461056
"LOC401588",401588,1.234195716
"LOC401629",401629,1.029735762
"LOC401630",401630,1.029735762
"LOC401640",401640,0.513140204
"LOC401717",441032,0.420266005
"LOC401817",391833,1.075740523
"LOC401913",401913,1.097086321
"LOC402112",440125,0.85219965
"LOC402112",642817,0.85219965
"LOC402112",643033,0.85219965
"LOC402175",402175,0.826500205
"LOC402176",402176,1.216762623
"LOC402778",402778,1.137084945
"LOC402779",402779,1.210928743
"LOC404266",404266,1.153083932
"LOC414300",414300,1.063906948
"LOC415056",415056,1.122475231
"LOC439911",439911,1.532755909
"LOC439914",439914,1.122616333
"LOC439938",439938,0.612367776
"LOC439949",439949,0.758523298
"LOC439951",439951,1.111312186
"LOC439953",402644,0.933943825
"LOC439990",439990,1.020224285
"LOC439992",439992,0.966820914
"LOC439994",439994,1.888797862
"LOC440014",652119,1.069535959
"LOC440028",440028,1.168383675
"LOC440061",440061,1.020919602
"LOC440063",439953,0.933943825
"LOC440104",440104,1.026248361
"LOC440117",440117,0.80423877
"LOC440125",642817,0.85219965
"LOC440125",643033,0.85219965
"LOC440125",644037,0.85219965
"LOC440131",440131,0.98626351
"LOC440149",440149,1.176684527
"LOC440173",440173,1.074154387
"LOC440248",440248,0.58219234
"LOC440268",440268,1.08469793
"LOC440288",440288,0.94789061
"LOC440295",440295,1.017223712
"LOC440302",440302,0.982298979
"LOC440330",440330,0.991784977
"LOC440335",440335,0.973776465
"LOC440338",440338,1.069137688
"LOC440345",440345,0.877762862
"LOC440346",440346,0.893541834
"LOC440348",440348,1.210937039
"LOC440350",283970,0.933234952
"LOC440350",440350,0.933234952
"LOC440354",23049,1.148311213
"LOC440354",440354,1.148311213
"LOC440354",552900,1.148311213
"LOC440356",440356,1.155015062
"LOC440366",440366,0.996487247
"LOC440416",440416,0.958268444
"LOC440434",440434,0.866707299
"LOC440456",440456,1.027585136
"LOC440498",440498,0.955608812
"LOC440552",4508,1.955276767
"LOC440552",4514,1.955276767
"LOC440563",440563,0.926167227
"LOC440570",440570,0.948982803
"LOC440575",440575,1.216762623
"LOC440602",440602,1.188382389
"LOC440704",440704,1.044174688
"LOC440731",440731,1.139334297
"LOC440792",440792,0.970328939
"LOC440821",29774,1.016336581
"LOC440863",440863,0.841334815
"LOC440864",440864,1.06997704
"LOC440871",50802,1.09351388
"LOC440888",440888,0.961610316
"LOC440894",440894,1.132176638
"LOC440895",440895,1.149557352
"LOC440896",440896,0.714619909
"LOC440900",440900,1.075377089
"LOC440905",440905,1.093602501
"LOC440926",440926,0.763941274
"LOC440934",440934,1.007328299
"LOC440944",440944,1.004362342
"LOC440957",440957,0.931379695
"LOC440981",440981,0.955400546
"LOC440983",440983,0.639649938
"LOC440993",440993,1.252637651
"LOC441005",441005,1.191019928
"LOC441009",441009,1.004599258
"LOC441025",441025,1.10599006
"LOC441034",441034,0.513140204
"LOC441046",441046,0.847977576
"LOC441052",441052,1.038626867
"LOC441086",441086,1.113929052
"LOC441108",441108,1.45368949
"LOC441124",402483,1.736910479
"LOC441124",441124,1.736910479
"LOC441150",441150,1.346606622
"LOC441178",441178,1.15643097
"LOC441179",441179,1.039687336
"LOC441208",441208,0.992510012
"LOC441242",441242,0.997738225
"LOC441245",441245,0.9367471
"LOC441258",441258,1.561225885
"LOC441259",246721,1.128168291
"LOC441259",392713,1.128168291
"LOC441259",441259,1.128168291
"LOC441294",441294,1.214153086
"LOC441383",286101,0.996639053
"LOC441383",441383,0.996639053
"LOC441453",26628,1.037890738
"LOC441453",441453,1.037890738
"LOC441461",441461,1.212443131
"LOC441476",441476,1.209103868
"LOC441528",441528,0.974690155
"LOC441533",441533,0.783879841
"LOC441601",441601,1.001752754
"LOC441617",441617,1.181917524
"LOC441642",441642,1.060667016
"LOC441666",441666,0.89624953
"LOC441876",441876,1.03887268
"LOC441896",6129,0.855315181
"LOC442028",442028,1.054409428
"LOC442075",442075,1.078180518
"LOC442113",442113,1.400363085
"LOC442142",442142,1.027422591
"LOC442160",442160,1.216762623
"LOC442162",442162,0.635070688
"LOC442175",442175,1.02720119
"LOC442232",642250,1.293457078
"LOC442240",442240,1.095317366
"LOC442381",26636,1.105585575
"LOC442421",442421,1.194102979
"LOC442497",442497,0.88947596
"LOC442715",442715,1.069700938
"LOC474358",474358,1.083395595
"LOC492311",492311,0.744609133
"LOC493754",493754,1.2705522
"LOC494150",494150,0.831818345
"LOC494558",494558,1.131604182
"LOC497256",497256,0.900644167
"LOC503519",503519,1.072678752
"LOC51057",51057,1.174649323
"LOC51145",51145,1.0682708
"LOC51152",51152,0.993000511
"LOC51190",51190,1.084734664
"LOC51233",51233,0.98452164
"LOC51336",51336,0.94969116
"LOC541469",541469,1.018097673
"LOC541471",112597,0.786925108
"LOC541471",541471,0.786925108
"LOC541472",541472,1.187726722
"LOC541473",541473,1.278464094
"LOC54492",54492,0.575589887
"LOC550113",550113,1.017415405
"LOC550631",550631,0.962110023
"LOC550643",550643,0.813781378
"LOC552889",552889,1.434083243
"LOC553103",553103,1.120035815
"LOC553137",553137,0.94398842
"LOC553158",553158,1.063828789
"LOC554174",554174,1.257247913
"LOC554201",554201,0.991240274
"LOC554202",554202,0.988989317
"LOC554203",554203,1.583166847
"LOC554206",554206,0.979224988
"LOC554207",554207,1.03815708
"LOC554235",554235,1.11714836
"LOC55908",55908,1.114240204
"LOC57228",57228,1.26765228
"LOC572558",572558,1.315212883
"LOC57399",57399,1.017761679
"LOC574538",574538,0.988853643
"LOC595101",440354,1.246268299
"LOC595101",595101,1.246268299
"LOC613037",613037,1.378518896
"LOC613126",613126,1.062379609
"LOC613266",613266,1.053147336
"LOC619207",619207,0.852663331
"LOC63920",63920,0.616916331
"LOC641293",6144,1.216762623
"LOC641298",595101,1.160854372
"LOC641298",641298,1.160854372
"LOC641364",641364,1.032907034
"LOC641365",641365,1.039347897
"LOC641467",641467,0.986421335
"LOC641515",641515,0.961513783
"LOC641518",641518,0.985189179
"LOC641900",641900,0.855315181
"LOC642031",642031,1.052296081
"LOC642103",642103,0.918342888
"LOC642131",388078,1.016432542
"LOC642131",642131,1.016432542
"LOC642236",642236,0.957552
"LOC642313",642313,1.177180289
"LOC642346",642346,1.225713306
"LOC642361",642361,1.888797862
"LOC642393",55052,0.842792463
"LOC642426",642426,0.929882359
"LOC642469",642469,1.885400533
"LOC642533",642533,0.939515275
"LOC642558",642558,1.035392948
"LOC642587",642587,1.043397856
"LOC642738",641293,1.216762623
"LOC642741",642741,0.395918721
"LOC642776",642776,0.886457598
"LOC642799",642799,1.249947697
"LOC642808",642808,1.153028463
"LOC642817",643033,0.85219965
"LOC642817",644037,0.85219965
"LOC642817",645001,0.85219965
"LOC642826",642826,1.489916372
"LOC642846",642846,1.030731643
"LOC642852",642852,1.097781606
"LOC642864",642864,0.97002785
"LOC642891",642891,1.027040263
"LOC642924",642924,0.96557076
"LOC642980",642980,1.091464892
"LOC643008",643008,1.250996218
"LOC643033",644037,0.85219965
"LOC643033",645001,0.85219965
"LOC643033",664709,0.85219965
"LOC643037",643037,0.957094372
"LOC643072",643072,0.972360708
"LOC643085",643085,1.010533658
"LOC643187",643187,1.986561195
"LOC643187",653436,1.986561195
"LOC643194",643194,1.058907652
"LOC643201",643201,0.985288504
"LOC643224",643224,1.005457649
"LOC643287",5757,1.16567965
"LOC643287",643287,1.16567965
"LOC643293",643293,1.093691398
"LOC643313",643313,1.081731922
"LOC643332",388567,1.056732704
"LOC643401",643401,0.94399649
"LOC643406",149837,1.177782983
"LOC643406",643406,1.177782983
"LOC643449",643449,0.987034663
"LOC643503",643503,0.957138164
"LOC643517",643517,1.067312429
"LOC643531",391019,0.708595817
"LOC643623",643623,1.13798437
"LOC643635",643635,0.732523942
"LOC643648",643648,1.067816932
"LOC643650",643650,1.057552867
"LOC643670",402483,1.542091632
"LOC643670",642780,1.542091632
"LOC643696",643696,1.017223712
"LOC643714",643714,1.001276828
"LOC643733",643733,0.992947008
"LOC643749",643749,0.975743904
"LOC643783",643783,0.972300252
"LOC643790",643790,0.482081418
"LOC643827",643827,0.943912008
"LOC643827",653355,0.943912008
"LOC643837",643837,1.057403187
"LOC643863",643863,1.293457078
"LOC643923",643923,1.166379595
"LOC643932",6189,0.966820914
"LOC643955",442319,0.961792089
"LOC643988",643988,1.233971663
"LOC643997",440063,0.933943825
"LOC644029",6130,0.513140204
"LOC644037",645001,0.85219965
"LOC644037",664709,0.85219965
"LOC644037",664721,0.85219965
"LOC644079",644079,1.391693566
"LOC644090",644090,1.027332823
"LOC644096",644096,0.783948572
"LOC644135",644135,1.014753764
"LOC644165",644165,1.09176187
"LOC644191",6231,0.536453986
"LOC644192",644192,1.182407953
"LOC644213",644213,0.921575839
"LOC644215",644215,1.278908674
"LOC644222",644222,0.987097816
"LOC644231",339005,1.002902642
"LOC644242",644242,1.239409213
"LOC644246",644246,0.951661194
"LOC644315",6201,0.429856643
"LOC644328",767811,0.893639105
"LOC644350",728934,1.060485406
"LOC644397",374819,1.031392938
"LOC644450",644450,1.070451118
"LOC644538",644538,1.135665605
"LOC644587",100147739,0.896247093
"LOC644613",644613,1.447730176
"LOC644617",644617,0.549931074
"LOC644620",644620,1.011410404
"LOC644624",644624,0.941080103
"LOC644656",644656,0.720046249
"LOC644714",644714,0.952923146
"LOC644732",644732,1.323082623
"LOC644794",644794,1.06915239
"LOC644844",644844,0.944705741
"LOC644852",644852,0.937572585
"LOC644937",6134,0.938881355
"LOC645001",664709,0.85219965
"LOC645001",664721,0.85219965
"LOC645001",728170,0.85219965
"LOC645030",645030,1.287948157
"LOC645157",642738,1.216762623
"LOC645158",645158,0.961662259
"LOC645166",645166,1.07695135
"LOC645174",645157,1.216762623
"LOC645188",645188,1.051269574
"LOC645212",645212,0.59285061
"LOC645233",645233,2.052094151
"LOC645249",645249,1.037470497
"LOC645261",645261,0.961121997
"LOC645323",645323,0.78892184
"LOC645355",645355,0.979956814
"LOC645431",645431,1.106521409
"LOC645452",645452,1.062686651
"LOC645468",645468,1.033048765
"LOC645478",645478,1.069898663
"LOC645485",645485,0.957158764
"LOC645513",645513,0.916921027
"LOC645529",645529,1.068176101
"LOC645591",645591,1.042190783
"LOC645626",644249,1.102232545
"LOC645634",645634,0.953363501
"LOC645638",645638,1.165827767
"LOC645676",645676,1.089891635
"LOC645693",645693,0.420266005
"LOC645715",645715,0.420266005
"LOC645722",645722,1.104809627
"LOC645733",645733,1.264939505
"LOC645757",645757,0.901474426
"LOC645895",645895,0.974330805
"LOC645961",645961,0.982793556
"LOC645984",645984,0.884930254
"LOC646014",646014,1.689451113
"LOC646044",170463,0.927614569
"LOC646074",29797,1.02222277
"LOC646074",646074,1.02222277
"LOC646168",646168,1.030446739
"LOC646208",11049,0.843579279
"LOC646241",646241,0.983087328
"LOC646279",645174,1.216762623
"LOC646324",646324,1.110997955
"LOC646346",646346,0.893777416
"LOC646470",646470,0.97205419
"LOC646482",646482,1.184096327
"LOC646484",646484,1.125726842
"LOC646522",646522,1.128807043
"LOC646527",643932,0.966820914
"LOC646548",646548,1.088238191
"LOC646576",646576,0.494616177
"LOC646588",646588,0.885648563
"LOC646626",646626,1.114595166
"LOC646627",646627,0.907696525
"LOC646674",401002,0.941881862
"LOC646736",646736,0.979305841
"LOC646762",646762,1.087330035
"LOC646778",646778,1.01709121
"LOC646785",401817,1.075740523
"LOC646808",646808,0.842929663
"LOC646870",646870,1.10198479
"LOC646891",10807,2.209646301
"LOC646903",646903,0.828516193
"LOC646934",646934,0.919405141
"LOC646982",646982,1.062202257
"LOC647070",647070,1.376803437
"LOC647081",6392,1.182650618
"LOC647107",647107,0.836071691
"LOC647109",647109,0.958739949
"LOC647121",647121,0.690016238
"LOC647131",647131,1.123747067
"LOC647187",647187,1.075133667
"LOC647190",647190,2.181375218
"LOC647224",647224,1.075133667
"LOC647285",6159,0.708595817
"LOC647288",647288,0.989077597
"LOC647309",647309,1.001547851
"LOC647310",647310,0.93743209
"LOC647323",647323,1.199826316
"LOC647436",6125,0.908516933
"LOC647436",388907,0.908516933
"LOC647500",647500,1.087889798
"LOC647506",647506,1.012910651
"LOC647595",727770,1.35001493
"LOC647595",729171,1.35001493
"LOC647946",647946,0.952939889
"LOC647954",647954,0.951347664
"LOC648232",648232,1.192544555
"LOC648245",27158,1.100345128
"LOC648245",648245,1.100345128
"LOC648390",6233,0.968936775
"LOC648556",648556,1.755181853
"LOC648691",648691,1.015046492
"LOC648761",648761,1.151409383
"LOC648897",648897,1.252477449
"LOC648921",648921,1.015359665
"LOC648987",648987,1.088736536
"LOC648998",648998,1.100396352
"LOC649299",6173,0.787414096
"LOC649305",649305,2.21102348
"LOC649330",649330,0.926167227
"LOC649553",649553,0.619946369
"LOC649851",4636,1.058400082
"LOC650059",646279,1.216762623
"LOC650293",389616,1.060879105
"LOC650293",641922,1.060879105
"LOC650392",650392,1.248176443
"LOC650405",650405,1.010561555
"LOC650656",650656,1.105894676
"LOC650686",56001,1.141243957
"LOC650794",650794,1.115560852
"LOC651198",651198,0.941164931
"LOC651709",652291,1.069535959
"LOC651721",651721,0.955435602
"LOC651900",651900,1.207033982
"LOC652001",652779,1.138253676
"LOC652119",652764,1.069535959
"LOC652128",388078,0.974461859
"LOC652128",642131,0.974461859
"LOC652128",652128,0.974461859
"LOC652147",652147,0.979700138
"LOC652291",653543,1.069535959
"LOC652346",5371,1.252707718
"LOC652493",652493,1.021459701
"LOC652494",652494,0.962074533
"LOC652526",652526,1.09155397
"LOC652565",927,1.16048097
"LOC652607",26986,1.599597758
"LOC652637",123720,1.253214022
"LOC652637",339005,1.253214022
"LOC652637",440253,1.253214022
"LOC652694",652694,1.02698313
"LOC652779",727787,1.138253676
"LOC652821",353513,1.127248898
"LOC652900",26470,0.816084604
"LOC652968",652968,0.98450325
"LOC652993",22822,1.104786897
"LOC652993",652993,1.104786897
"LOC653071",653071,0.705834501
"LOC653079",650059,1.216762623
"LOC653110",653110,1.153213538
"LOC653117",79908,1.367683496
"LOC653160",653160,0.833112362
"LOC653162",3921,0.655946018
"LOC653166",653166,1.016499791
"LOC653188",11039,1.690862934
"LOC653188",653188,1.690862934
"LOC653192",129868,0.895999352
"LOC653284",653284,1.155718165
"LOC653354",653354,0.976318862
"LOC653355",728577,0.947534253
"LOC653380",414059,1.229369387
"LOC653390",54700,1.076034088
"LOC653390",653390,1.076034088
"LOC653419",256933,1.323823208
"LOC653436",728747,1.643397156
"LOC653479",653479,0.986891644
"LOC653498",414060,1.229369387
"LOC653506",284207,1.130808445
"LOC653543",653543,0.933698057
"LOC653543",653544,0.933698057
"LOC653544",653544,0.933698057
"LOC653544",653545,0.933698057
"LOC653545",653545,0.933698057
"LOC653545",653548,0.933698057
"LOC653548",653548,0.933698057
"LOC653548",728410,0.933698057
"LOC653562",386757,0.816661067
"LOC653566",653566,0.667722604
"LOC653602",653602,1.222445427
"LOC653665",653079,1.216762623
"LOC653737",6144,1.119398682
"LOC653737",653665,1.119398682
"LOC653739",653739,0.95197757
"LOC653786",146183,1.17930927
"LOC653972",653972,0.956710096
"LOC654056",10326,1.185287569
"LOC654188",5478,0.933943825
"LOC654342",654342,0.880295434
"LOC654433",654433,0.738109905
"LOC654780",654780,1.193622598
"LOC654841",654841,1.217798806
"LOC692247",692247,1.171327259
"LOC723809",723809,1.141693059
"LOC723972",8125,1.191919256
"LOC727722",727722,1.032673241
"LOC727737",727737,0.956050403
"LOC727748",727748,1.105466428
"LOC727751",727849,1.204509253
"LOC727761",727761,1.039078424
"LOC727762",4710,0.634291982
"LOC727765",8694,0.804376268
"LOC727770",727770,1.326121175
"LOC727770",728783,1.326121175
"LOC727773",84289,0.954538485
"LOC727787",727787,1.146057128
"LOC727787",768329,1.146057128
"LOC727797",727797,1.281326218
"LOC727811",9034,1.017605624
"LOC727815",727815,1.092804502
"LOC727818",727818,1.167945248
"LOC727820",727820,1.169203446
"LOC727821",653737,1.216762623
"LOC727825",80772,1.430717337
"LOC727842",727842,1.038474305
"LOC727849",80154,1.204509253
"LOC727849",727994,1.204509253
"LOC727867",441955,1.008183102
"LOC727869",727869,1.079985857
"LOC727893",727893,0.451249986
"LOC727901",64856,1.174265783
"LOC727901",727901,1.174265783
"LOC727914",727914,0.935526245
"LOC727916",727916,0.948327805
"LOC727924",283694,0.925088946
"LOC727924",727924,0.925088946
"LOC727933",727933,1.101286527
"LOC727944",727944,1.102803182
"LOC727973",727973,0.795618768
"LOC727978",727978,1.497505573
"LOC727984",645296,1.293457078
"LOC727994",728125,1.487001385
"LOC728011",728011,1.203346159
"LOC728012",728012,1.041947294
"LOC728052",728052,0.993463178
"LOC728073",728073,0.977294745
"LOC728084",728084,0.990494803
"LOC728093",440821,1.008735045
"LOC728099",728099,1.149520377
"LOC728105",643670,1.542091632
"LOC728114",728114,0.943847652
"LOC728125",729353,1.487001385
"LOC728137",7258,1.022805828
"LOC728139",644029,0.513140204
"LOC728142",728142,0.884707203
"LOC728153",728153,1.676459398
"LOC728163",728163,1.288809624
"LOC728170",728170,0.85219965
"LOC728170",728732,0.85219965
"LOC728173",728173,0.977581323
"LOC728179",728139,0.722418757
"LOC728179",728179,0.722418757
"LOC728190",728190,0.997281599
"LOC728192",728192,1.101775098
"LOC728196",728196,1.100762807
"LOC728198",51616,0.652981611
"LOC728210",728210,1.497505573
"LOC728216",728216,0.941796023
"LOC728245",728245,0.944504833
"LOC728264",728264,1.036878844
"LOC728279",85296,1.095702663
"LOC728285",730755,1.060485406
"LOC728288",728288,1.011629245
"LOC728312",728312,0.764752883
"LOC728323",728105,1.203103683
"LOC728342",728342,0.981218784
"LOC728344",728344,0.901191557
"LOC728353",728353,1.126768895
"LOC728358",728358,0.961631819
"LOC728361",728361,1.145320393
"LOC728371",84210,1.056632703
"LOC728377",401427,0.970765822
"LOC728377",728377,0.970765822
"LOC728380",648000,0.855315181
"LOC728395",728137,1.022805828
"LOC728408",728408,1.099832159
"LOC728410",8623,0.933698057
"LOC728410",728410,0.933698057
"LOC728411",728411,1.044838636
"LOC728412",728395,1.022805828
"LOC728417",728417,1.090379824
"LOC728423",641298,1.552612767
"LOC728423",728423,1.552612767
"LOC728431",728431,0.908283022
"LOC728445",728445,1.131596186
"LOC728448",728448,0.926861196
"LOC728450",728450,1.106013773
"LOC728453",728453,1.03541077
"LOC728460",728460,1.044550755
"LOC728468",728468,1.391693566
"LOC728473",728473,1.25154702
"LOC728475",728475,0.997167347
"LOC728485",728485,1.106849346
"LOC728537",728537,0.967863005
"LOC728539",728539,1.194102979
"LOC728543",728543,1.109070288
"LOC728544",728544,0.933319217
"LOC728554",728554,0.397629514
"LOC728555",728555,1.150968368
"LOC728558",728558,1.063604533
"LOC728564",728564,1.053279873
"LOC728606",728606,0.980524544
"LOC728613",10016,0.975380517
"LOC728613",728613,0.975380517
"LOC728636",728636,1.017223712
"LOC728643",728643,0.882907388
"LOC728649",728649,0.913807856
"LOC728672",728672,0.420266005
"LOC728678",728678,2.283419408
"LOC728683",728683,1.194102979
"LOC728687",728687,0.986647595
"LOC728701",728701,0.913807856
"LOC728705",728705,1.136363155
"LOC728715",144203,0.808204864
"LOC728723",728723,0.946728046
"LOC728730",728730,3.666665359
"LOC728732",728732,0.85219965
"LOC728732",729366,0.85219965
"LOC728760",728760,1.022514175
"LOC728769",728769,0.76035021
"LOC728777",728777,0.96051251
"LOC728782",727821,1.216762623
"LOC728783",84210,1.643397156
"LOC728791",6204,1.075740523
"LOC728799",728799,0.801631395
"LOC728804",728804,1.008805593
"LOC728805",728805,0.926237964
"LOC728806",728806,1.372542565
"LOC728820",643531,0.708595817
"LOC728830",728830,0.861982977
"LOC728842",728842,1.47057419
"LOC728843",728380,0.855315181
"LOC728844",728844,0.716172014
"LOC728853",728853,1.056923182
"LOC728855",728855,1.006867141
"LOC728860",728860,0.770000344
"LOC728866",728866,0.848906047
"LOC728867",728867,1.009463384
"LOC728868",728868,1.138981094
"LOC728875",728875,1.162704725
"LOC728883",728883,1.088056957
"LOC728897",645626,1.102232545
"LOC728902",728902,1.175875938
"LOC728903",389741,0.796951957
"LOC728904",728904,1.030283405
"LOC728934",85294,1.060485406
"LOC728937",644191,0.536453986
"LOC728944",51078,0.571688932
"LOC728946",81851,1.045625439
"LOC728951",81850,1.065391533
"LOC728970",80183,0.724550519
"LOC728979",4736,0.93177534
"LOC728987",728987,0.989856354
"LOC729013",729013,0.885735418
"LOC729021",441124,2.239715043
"LOC729029",729029,1.080674004
"LOC729059",729059,0.976267913
"LOC729070",729070,1.098751413
