"Gene_Symbol","ENTREZ_GENE_ID","FoldChanges"
"FDXACB1",91893,1.005855197
"FDXR",2232,1.002216099
"FECH",2235,0.695022183
"FEM1A",55527,0.82646681
"FEM1B",10116,0.750730422
"FEM1C",56929,0.611771983
"FEN1",2237,0.748971065
"FER",2241,0.822987218
"FER1L4",80307,1.071348676
"FER1L5",90342,1.181751076
"FERD3L",222894,1.023207452
"FERMT1",55612,1.083417745
"FERMT2",10979,1.0687085
"FERMT3",83706,1.376211766
"FES",2242,1.16990122
"FETUB",26998,0.981292613
"FEV",54738,1.222029601
"FEZ1",9638,0.676205345
"FEZ2",9637,0.885232485
"FEZF2",55079,1.515507404
"FFAR1",2864,1.049871024
"FFAR2",2867,0.926844948
"FFAR3",2865,0.940077838
"FGA",2243,1.088556535
"FGB",2244,0.877575754
"FGD1",2245,0.806716082
"FGD2",221472,1.147920496
"FGD3",89846,0.98628157
"FGD4",121512,1.326068725
"FGD5",152273,1.012352472
"FGD6",55785,0.950761069
"FGF1",2246,0.818774654
"FGF10",2255,0.965167907
"FGF11",2256,1.103857015
"FGF12",2257,0.853211787
"FGF13",2258,0.665424288
"FGF14",2259,1.032927793
"FGF16",8823,1.169074151
"FGF17",8822,1.276568003
"FGF18",8817,1.086428795
"FGF19",9965,0.96529109
"FGF2",2247,0.908525285
"FGF20",26281,0.95817768
"FGF21",26291,1.063076562
"FGF22",27006,1.145492387
"FGF23",8074,0.9815859
"FGF3",2248,1.132482655
"FGF4",2249,1.008373277
"FGF5",2250,1.013220728
"FGF6",2251,0.978601768
"FGF7",2252,1.018394916
"FGF8",2253,1.130899321
"FGF9",2254,0.798673703
"FGFBP1",9982,1.087066948
"FGFBP2",83888,1.035886649
"FGFBP3",143282,0.917097592
"FGFR1",2260,1.117232747
"FGFR1OP",11116,0.937291532
"FGFR1OP2",26127,1.017543821
"FGFR2",2263,1.014838906
"FGFR3",2261,0.887420059
"FGFR4",2264,1.098248887
"FGFRL1",53834,1.046200439
"FGG",2266,1.008841412
"FGGY",55277,0.922624646
"FGL1",2267,0.999815866
"FGL2",10875,0.939849661
"FGR",2268,1.275383922
"FH",2271,0.633039023
"FHAD1",114827,1.055385016
"FHDC1",85462,1.127836815
"FHIT",2272,0.852596768
"FHL1",2273,0.650195997
"FHL2",2274,0.376694432
"FHL3",2275,1.261102678
"FHL5",9457,0.959725074
"FHOD1",29109,1.100383728
"FHOD3",80206,0.386961608
"FIBCD1",84929,1.51659572
"FIBIN",387758,0.940924156
"FIBP",9158,0.377495674
"FICD",11153,0.875173714
"FIG4",9896,0.504160396
"FIGF",2277,0.901872307
"FIGLA",344018,0.999832173
"FIGN",55137,1.203309689
"FIGNL1",63979,0.640688359
"FILIP1",27145,1.06660934
"FILIP1L",11259,1.140730541
"FIP1L1",81608,1.349277164
"FIS1",51024,0.326809383
"FIT1",161247,1.159770361
"FIZ1",84922,1.062296361
"FJX1",24147,0.746448607
"FKBP10",60681,1.125056193
"FKBP11",51303,1.21796609
"FKBP14",55033,0.941812834
"FKBP15",23307,0.980205469
"FKBP1A",2280,0.699762616
"FKBP1B",2281,0.573340926
"FKBP2",2286,0.62586236
"FKBP3",2287,1.029370827
"FKBP4",2288,0.946431975
"FKBP5",2289,0.834686834
"FKBP6",8468,0.93718299
"FKBP7",51661,0.987665286
"FKBP8",23770,1.152022729
"FKBP9",11328,0.858937305
"FKBPL",63943,0.927348428
"FKRP",79147,0.822998621
"FKSG2",59347,1.023217214
"FKSG24",84769,0.992562783
"FKSG29",100131561,0.941408359
"FKSG43",83786,0.962116628
"FKSG49",400949,1.62598703
"FKSG83",83954,0.991489348
"FKTN",2218,0.840830289
"FLAD1",80308,0.854924132
"FLCN",201163,1.298467846
"FLG",2312,0.932501117
"FLG2",388698,0.992741504
"FLI1",2313,1.060636944
"FLII",2314,0.820876218
"FLJ00049",645372,0.858296883
"FLJ00290",441310,0.796198215
"FLJ10038",55056,1.200681326
"FLJ10213",55096,1.073468132
"FLJ10232",55099,1.037564952
"FLJ10246",55104,1.01567714
"FLJ10357",55701,1.12911533
"FLJ10404",54540,0.841481051
"FLJ10489",379034,1.157964585
"FLJ10490",55150,1.137004285
"FLJ11151",55313,0.913530746
"FLJ11235",54508,0.933626402
"FLJ11292",55338,1.312014439
"FLJ11506",79719,0.778596457
"FLJ11710",79904,1.014030292
"FLJ11827",80163,1.559861093
"FLJ11996",80041,0.879736891
"FLJ12078",80042,0.959592848
"FLJ12120",388439,1.036742597
"FLJ12151",80047,2.279136156
"FLJ12331",80052,1.055734559
"FLJ12334",400946,1.030880418
"FLJ12355",80054,1.236042685
"FLJ12529",79869,1.200515678
"FLJ12547",100128612,1.015356213
"FLJ12616",196707,0.893294043
"FLJ12825",440101,0.940198276
"FLJ12986",197319,1.049472154
"FLJ12993",441027,0.636372658
"FLJ13197",79667,1.672129625
"FLJ13224",79857,1.056770843
"FLJ13310",80188,1.145761982
"FLJ13439",399876,1.358993131
"FLJ13744",80078,1.008769964
"FLJ13769",80079,1.132435604
"FLJ13773",246318,1.016898973
"FLJ14082",80092,1.163359387
"FLJ14100",80093,1.227807241
"FLJ14107",80094,1.017914301
"FLJ14126",79907,1.213084716
"FLJ14213",79899,1.024935154
"FLJ14311",93964,1.142806783
"FLJ14327",79972,1.058228452
"FLJ14816",84931,1.172184214
"FLJ16124",440867,0.975103652
"FLJ16686",401124,0.971690576
"FLJ16734",641928,1.115396758
"FLJ16779",100192386,1.031561775
"FLJ20021",90024,0.954528213
"FLJ20184",54848,1.095630523
"FLJ20323",54468,0.69967433
"FLJ20433",54932,1.066541473
"FLJ20444",403323,0.824597829
"FLJ20464",54944,0.947001519
"FLJ20518",647476,1.070539566
"FLJ20674",54621,1.304458104
"FLJ20712",55025,1.02076185
"FLJ21075",80099,1.097734776
"FLJ21272",80100,1.43455796
"FLJ21369",79860,1.09621391
"FLJ21408",400512,1.079289933
"FLJ21511",80157,0.985954631
"FLJ21865",64772,1.034255198
"FLJ22167",79583,0.816032154
"FLJ22184",80164,1.327147437
"FLJ22374",84182,1.131726729
"FLJ22536",401237,0.998321708
"FLJ22596",80156,1.135496113
"FLJ22662",79887,1.085427938
"FLJ22763",401081,0.906964708
"FLJ22795",388152,1.204509253
"FLJ22795",727751,1.204509253
"FLJ23172",100130245,1.525394189
"FLJ23185",80126,1.164456463
"FLJ23519",6050,0.888288595
"FLJ23569",503538,1.01596526
"FLJ23834",222256,0.966667627
"FLJ23865",200317,1.137298297
"FLJ25006",124923,1.227952005
"FLJ25037",285905,1.037287703
"FLJ25076",134111,0.564276855
"FLJ25328",148231,1.001671709
"FLJ25404",146378,1.062130734
"FLJ25694",100128202,0.970049731
"FLJ25758",497049,1.069405279
"FLJ25770",339965,0.97209676
"FLJ25917",401585,0.962446304
"FLJ26056",284861,0.97209497
"FLJ26850",400710,1.062633608
"FLJ27352",145788,0.993151489
"FLJ27354",400761,1.248790295
"FLJ27365",150381,1.459461233
"FLJ27365",400931,1.459461233
"FLJ30064",644975,0.997691858
"FLJ30375",440982,1.242390554
"FLJ30403",729975,1.086367374
"FLJ30430",149373,1.13670257
"FLJ30594",150622,2.193525481
"FLJ30672",158696,0.382633125
"FLJ30679",146512,1.188181512
"FLJ30719",219848,0.972968305
"FLJ30838",400955,1.12212779
"FLJ30851",375190,1.212765852
"FLJ30901",150378,1.060504779
"FLJ31104",441072,1.045852456
"FLJ31222",388387,1.157180707
"FLJ31306",379025,0.813850136
"FLJ31356",403150,0.994880526
"FLJ31485",440119,0.984622891
"FLJ31713",158263,1.007993882
"FLJ31715",152048,1.0350835
"FLJ31813",326332,1.101631364
"FLJ31945",440137,1.126931897
"FLJ31958",143153,1.049953122
"FLJ32063",150538,1.028070241
"FLJ32065",201283,0.412877472
"FLJ32214",147664,1.087761584
"FLJ32224",440584,1.169370553
"FLJ32252",146336,0.860233536
"FLJ32255",643977,1.059222429
"FLJ32575",150197,1.193408682
"FLJ32679",100132565,0.854882065
"FLJ32742",439944,1.094359231
"FLJ32756",642757,1.030389684
"FLJ32810",143872,1.021392024
"FLJ32810",100129602,1.021392024
"FLJ32955",150596,1.030482277
"FLJ33046",440074,1.087739154
"FLJ33065",440952,1.12179388
"FLJ33297",399983,1.016418519
"FLJ33360",401172,1.138059261
"FLJ33534",285150,1.200898844
"FLJ33544",728283,1.18173134
"FLJ33590",285093,0.885652599
"FLJ33630",644873,1.557568024
"FLJ33706",284805,1.214463889
"FLJ33996",283401,1.558412641
"FLJ33996",100127971,1.558412641
"FLJ34047",285696,1.477403627
"FLJ34048",285987,1.150416715
"FLJ34077",404033,1.063604533
"FLJ34208",401106,1.159277817
"FLJ34503",285759,1.041149877
"FLJ34521",646383,1.104463224
"FLJ34651",646023,1.061288431
"FLJ35024",401491,1.04917133
"FLJ35220",284131,1.020195861
"FLJ35379",729420,0.799310181
"FLJ35390",255031,1.144946952
"FLJ35409",400765,0.935693346
"FLJ35424",285492,0.916091212
"FLJ35700",285736,1.028507695
"FLJ35767",400629,0.867559358
"FLJ35776",649446,1.302236081
"FLJ35816",401114,0.965335824
"FLJ35848",284071,1.096808916
"FLJ35934",400579,1.264621336
"FLJ35946",503569,1.203985854
"FLJ36031",168455,0.943366983
"FLJ36070",284358,1.079081876
"FLJ36116",388666,1.267684546
"FLJ36131",100131452,1.439190332
"FLJ36144",283685,1.093567189
"FLJ36208",283948,1.444796195
"FLJ36644",400617,0.965785749
"FLJ36665",285266,0.893503931
"FLJ36840",645524,0.932521753
"FLJ36848",647115,1.077562631
"FLJ37035",399821,1.029229995
"FLJ37078",222183,1.222434477
"FLJ37201",283011,0.831157772
"FLJ37396",285754,0.990434503
"FLJ37464",283848,1.382626243
"FLJ37543",285668,0.916407626
"FLJ37638",400660,0.931618201
"FLJ37644",400618,0.920515261
"FLJ37673",285456,1.02384407
"FLJ37786",642691,0.891678982
"FLJ37798",401264,0.875370485
"FLJ38028",400643,1.085223055
"FLJ38359",151009,0.745638281
"FLJ38379",285097,1.066140684
"FLJ38576",651430,0.946349344
"FLJ38717",401261,1.033606455
"FLJ38773",284808,1.017236135
"FLJ39005",284313,0.959735079
"FLJ39051",399972,1.008368939
"FLJ39061",165057,1.13528738
"FLJ39080",441355,1.064944282
"FLJ39534",285352,1.015330083
"FLJ39582",439931,0.999424552
"FLJ39632",642477,0.968555709
"FLJ39632",100131139,0.968555709
"FLJ39639",283876,0.985078062
"FLJ39653",202020,1.143988483
"FLJ39739",57234,1.03808384
"FLJ39739",388685,1.03808384
"FLJ40113",374650,1.017223712
"FLJ40125",147699,1.320588019
"FLJ40142",400073,0.840271513
"FLJ40176",121951,0.972106578
"FLJ40235",284369,1.038996452
"FLJ40288",286023,1.185924702
"FLJ40292",643210,1.143641298
"FLJ40296",122183,0.982519422
"FLJ40330",645784,0.762002247
"FLJ40434",163742,0.958182131
"FLJ40473",285226,1.298983864
"FLJ40606",643549,1.08479866
"FLJ40852",285962,0.960277511
"FLJ41170",440200,1.092796913
"FLJ41278",23329,0.710223325
"FLJ41278",400046,0.710223325
"FLJ41352",150776,0.585880912
"FLJ41455",441441,1.170196942
"FLJ41484",650669,1.038056132
"FLJ41603",389337,0.977209666
"FLJ41649",401260,1.160960306
"FLJ41757",440862,1.107334565
"FLJ42289",388182,0.966799811
"FLJ42291",346547,1.130750317
"FLJ42351",100131455,1.005965677
"FLJ42418",400941,1.045877098
"FLJ42627",645644,1.076842128
"FLJ42709",441094,0.862060293
"FLJ42875",440556,0.941024186
"FLJ42953",400892,1.391693566
"FLJ42957",400077,0.935245077
"FLJ43080",642987,0.744978045
"FLJ43390",646113,0.902301733
"FLJ43663",378805,0.929093256
"FLJ43944",400593,0.954009156
"FLJ44048",401024,0.927711049
"FLJ44054",643365,1.078759132
"FLJ44342",645460,0.773043722
"FLJ44450",388942,1.141457099
"FLJ44451",100101122,1.058364101
"FLJ44606",401207,0.987212654
"FLJ44653",399833,0.990615532
"FLJ44896",401166,0.839180461
"FLJ45055",644128,0.931858926
"FLJ45224",401562,1.212363675
"FLJ45244",400242,0.965764043
"FLJ45482",645566,0.862296123
"FLJ45513",729220,0.88934496
"FLJ45803",399948,1.05138636
"FLJ45825",646888,1.035462344
"FLJ45983",399717,1.048687043
"FLJ46026",400627,1.055930724
"FLJ46321",389763,1.387311615
"FLJ46875",440918,1.230580521
"FLJ77644",113277,1.152896156
"FLJ78302",729230,0.989027082
"FLJ90680",400926,1.172498564
"FLJ90757",440465,0.998286235
"FLNA",2316,0.968462599
"FLNB",2317,0.8725211
"FLNC",2318,0.901153374
"FLOT1",10211,0.86762469
"FLOT2",2319,1.002331177
"FLRT1",23769,2.251258554
"FLRT2",23768,1.197666294
"FLRT3",23767,2.007714126
"FLT1",2321,1.022286502
"FLT3",2322,0.995036706
"FLT3LG",2323,1.086495813
"FLT4",2324,1.01534917
"FLVCR1",28982,0.906801212
"FLVCR2",55640,1.144952084
"FLYWCH1",84256,0.933680365
"FLYWCH2",114984,1.074165155
"FMC1",154791,0.606751044
"FMN1",342184,1.125416946
"FMN2",56776,1.033290796
"FMNL1",752,1.208793478
"FMNL2",114793,1.950027895
"FMNL3",91010,1.046232462
"FMO1",2326,0.982504742
"FMO2",2327,1.196962409
"FMO3",2328,0.919771258
"FMO4",2329,1.135047633
"FMO5",2330,0.958671687
"FMO6P",388714,0.940201101
"FMO9P",116123,1.008057656
"FMOD",2331,1.017848064
"FMR1",2332,0.823940387
"FMR1NB",158521,0.935824406
"FN1",2335,0.950417303
"FN3K",64122,1.057286039
"FN3KRP",79672,0.59101319
"FNBP1",23048,1.217884491
"FNBP1L",54874,0.893702777
"FNBP4",23360,0.874215829
"FNDC1",84624,1.342053943
"FNDC3A",22862,0.989394514
"FNDC3B",64778,1.014340074
"FNDC4",64838,0.859759466
"FNDC5",252995,1.148013155
"FNDC7",163479,1.262546832
"FNDC8",54752,1.025410936
"FNIP1",96459,1.305769268
"FNIP2",57600,1.118101707
"FNTA",2339,0.725994812
"FNTB",2342,1.053250817
"FOLH1",2346,0.807810671
"FOLR1",2348,1.264609643
"FOLR2",2350,1.219343867
"FOLR3",2352,0.928084309
"FOS",2353,0.883832718
"FOSB",2354,0.983287317
"FOSL1",8061,1.083559301
"FOSL2",2355,0.910802287
"FOXA1",3169,0.945286294
"FOXA2",3170,1.066248643
"FOXA3",3171,0.854474315
"FOXB1",27023,1.085859262
"FOXC1",2296,1.813405122
"FOXC2",2303,1.026642738
"FOXD1",2297,1.077517166
"FOXD2",2306,1.125721533
"FOXD3",27022,1.048426255
"FOXD4",2298,0.93847167
"FOXD4",200350,0.93847167
"FOXD4L1",2298,0.91978098
"FOXE1",2304,1.068268649
"FOXE3",2301,0.992004331
"FOXF1",2294,1.297001996
"FOXF2",2295,0.89920101
"FOXG1",2290,1.024620036
"FOXH1",8928,1.034215876
"FOXI1",2299,1.165747743
"FOXJ1",2302,1.336892436
"FOXJ2",55810,0.890083842
"FOXJ3",22887,0.812031625
"FOXK1",221937,0.937464266
"FOXK2",3607,0.820786329
"FOXL1",2300,1.043369261
"FOXL2",668,0.943464945
"FOXM1",2305,1.025873713
"FOXN1",8456,1.083133143
"FOXN2",3344,0.838858469
"FOXN3",1112,1.056622551
"FOXN4",121643,1.156583306
"FOXO1",2308,1.201956693
"FOXO3",2309,1.092693941
"FOXO4",4303,1.405516739
"FOXO6",100132074,2.41232401
"FOXP1",27086,1.430941249
"FOXP2",93986,1.024689999
"FOXP3",50943,1.041800685
"FOXP4",116113,1.048826967
"FOXQ1",94234,0.900066387
"FOXR1",283150,0.979155624
"FOXR2",139628,0.907473413
"FOXRED1",55572,0.849318841
"FOXRED2",80020,1.166529522
"FOXS1",2307,1.034792916
"FPGS",2356,1.064033617
"FPGT",8790,0.956200833
"FPR1",2357,1.049609502
"FPR2",2358,0.895383756
"FPR3",2359,1.121072365
"FRAG1",27315,1.025991599
"FRAP1",2475,0.814066833
"FRAS1",80144,0.999980668
"FRAT1",10023,0.765830427
"FRAT2",23401,0.98723761
"FREM1",158326,0.951961139
"FREM2",341640,0.765380638
"FREM3",166752,0.908272074
"FREQ",23413,1.172088167
"FRG1",2483,0.757001237
"FRG1",100134091,0.757001237
"FRG1B",2483,0.981079905
"FRG1B",284802,0.981079905
"FRK",2444,0.901955269
"FRMD1",79981,1.205568527
"FRMD3",257019,0.96145825
"FRMD4A",55691,1.530686483
"FRMD4B",23150,1.042949179
"FRMD5",84978,1.116363969
"FRMD6",122786,1.064625915
"FRMD7",90167,0.899614105
"FRMD8",83786,1.017458372
"FRMD8",83957,1.017458372
"FRMPD1",22844,1.101983309
"FRMPD2",143162,1.017575049
"FRMPD2L1",728603,1.017575049
"FRMPD2L2",728798,1.017575049
"FRMPD3",84443,1.13947081
"FRMPD4",9758,0.951788692
"FRRS1",391059,0.955789171
"FRS2",10818,0.987067391
"FRS3",10817,1.285951377
"FRY",10129,0.895506318
"FRYL",285527,1.146915421
"FRZB",2487,0.97761576
"FSCB",84075,1.072737237
"FSCN1",6624,1.247550234
"FSCN2",25794,1.106676584
"FSCN3",29999,1.03217049
"FSD1",79187,0.591493093
"FSD1L",83856,0.956495688
"FSD2",123722,1.102083707
"FSHB",2488,1.025101617
"FSHR",2492,0.980021916
"FSIP1",161835,0.999372723
"FST",10468,0.971019093
"FSTL1",11167,0.885884297
"FSTL3",10272,1.230836787
"FSTL4",23105,1.135039323
"FSTL5",56884,0.744047221
"FTCD",10841,1.211434611
"FTH1",2495,0.495297382
"FTHL17",53940,1.126903319
"FTHP1",2509,0.654294617
"FTL",2512,0.662783049
"FTO",79068,0.887869332
"FTSJ1",24140,1.110511914
"FTSJ2",29960,0.684327289
"FTSJ3",117246,1.33450119
"FTSJD1",55783,0.853173599
"FTSJD2",23070,0.865437734
"FUBP1",8880,0.83769602
"FUBP3",8939,1.039697434
"FUCA1",2517,0.80892204
"FUCA2",2519,0.682714959
"FUK",197258,0.989541733
"FUNDC1",139341,0.475730191
"FUNDC2",65991,0.376451945
"FURIN",5045,1.226806197
"FUS",2521,0.898234912
"FUSIP1",10772,0.972350277
"FUT1",2523,1.146442722
"FUT10",84750,1.021288755
"FUT11",170384,1.009296457
"FUT2",2524,0.996910117
"FUT3",2525,1.063689939
"FUT4",2526,1.085869051
"FUT5",2527,0.579293917
"FUT5",126328,0.579293917
"FUT6",2528,1.071088566
"FUT7",2529,1.015138694
"FUT8",2530,0.754731286
"FUT9",10690,0.920342286
"FUZ",80199,1.007833418
"FXC1",26515,0.839905209
"FXN",2395,1.013772136
"FXR1",8087,1.793031128
"FXR2",9513,1.03898523
"FXYD1",5348,0.936860432
"FXYD2",486,1.267216004
"FXYD3",5349,1.208895639
"FXYD4",53828,1.119360398
"FXYD5",53827,1.08361777
"FXYD6",53826,1.154781633
"FXYD7",53822,1.031705796
"FYB",2533,1.033825395
"FYCO1",79443,1.35526716
"FYN",2534,1.094261158
"FYTTD1",84248,0.759309902
"FZD1",8321,0.999758021
"FZD10",11211,1.068986852
"FZD2",2535,1.098904345
"FZD3",7976,0.775316863
"FZD4",8322,1.030408659
"FZD5",7855,0.988445995
"FZD6",8323,0.884003063
"FZD7",8324,1.37687986
"FZD8",8325,1.446435197
"FZD9",8326,1.396513998
"FZR1",51343,0.933199704
"G0S2",50486,1.372162696
"G30",282706,0.989200883
"G3BP1",10146,1.106630868
"G3BP2",9908,0.946960141
"G6PC",2538,1.034048529
"G6PC2",57818,1.128832757
"G6PC3",92579,1.131094109
"G6PD",2539,1.191127575
"GAA",2548,0.739903078
"GAB1",2549,1.012099343
"GAB2",9846,0.970124606
"GAB3",139716,1.047123117
"GAB4",128954,1.087525415
"GABARAP",11337,0.460018215
"GABARAPL1",23710,0.832830966
"GABARAPL2",11345,0.307369883
"GABARAPL3",23766,0.946284384
"GABBR1",2550,0.830241991
"GABBR1",10537,0.830241991
"GABBR2",9568,0.573707871
"GABPA",2551,0.912540293
"GABPB1",2553,0.918932217
"GABRA1",2554,1.37835073
"GABRA2",2555,0.833444057
"GABRA3",2556,2.025971119
"GABRA4",2557,0.838043111
"GABRA5",2558,0.723987127
"GABRA6",2559,0.973697549
"GABRB1",2560,1.673176305
"GABRB2",2561,1.732841887
"GABRB3",2562,0.945862387
"GABRD",2563,0.618484258
"GABRE",2564,1.062965824
"GABRG1",2565,0.853116078
"GABRG2",2566,0.661487234
"GABRG3",2567,0.996288867
"GABRP",2568,1.057881206
"GABRQ",55879,1.098368388
"GABRR1",2569,0.888450492
"GABRR2",2570,1.167055911
"GABRR3",200959,0.960829008
"GAD1",2571,0.853192921
"GAD2",2572,1.025636341
"GADD45A",1647,0.686120924
"GADD45B",4616,0.840366804
"GADD45G",10912,1.1943739
"GADD45GIP1",90480,0.894672302
"GADL1",339896,0.859170216
"GAFA1",100131227,1.050107651
"GAFA2",100130322,1.044013627
"GAFA3",100128236,1.091002247
"GAGE1",2543,1.09864846
"GAGE1",100008586,1.09864846
"GAGE12B",100008586,1.105236672
"GAGE12B",100101629,1.105236672
"GAGE12C",100132399,1.105236672
"GAGE12D",2543,1.105236672
"GAGE12D",2574,1.105236672
"GAGE12E",2574,1.105236672
"GAGE12E",2576,1.105236672
"GAGE12F",2543,1.113001376
"GAGE12F",2576,1.113001376
"GAGE12F",2577,1.113001376
"GAGE12F",100008586,1.113001376
"GAGE12F",100101629,1.113001376
"GAGE12G",2543,1.113001376
"GAGE12G",2574,1.113001376
"GAGE12G",2577,1.113001376
"GAGE12G",2578,1.113001376
"GAGE12H",2578,1.105236672
"GAGE12H",2579,1.105236672
"GAGE12I",2574,1.113001376
"GAGE12I",2576,1.113001376
"GAGE12I",2579,1.113001376
"GAGE12I",26748,1.113001376
"GAGE12J",2575,1.132787114
"GAGE12J",2577,1.132787114
"GAGE12J",26748,1.132787114
"GAGE2A",2576,1.113001376
"GAGE2A",2578,1.113001376
"GAGE2A",2579,1.113001376
"GAGE2A",26749,1.113001376
"GAGE2B",2577,1.113001376
"GAGE2B",2579,1.113001376
"GAGE2B",26748,1.113001376
"GAGE2B",645037,1.113001376
"GAGE2C",2578,1.113001376
"GAGE2C",26748,1.113001376
"GAGE2C",26749,1.113001376
"GAGE2C",645073,1.113001376
"GAGE2D",2579,1.061479699
"GAGE2D",729396,1.061479699
"GAGE2E",26748,1.113001376
"GAGE2E",26749,1.113001376
"GAGE2E",645037,1.113001376
"GAGE2E",729408,1.113001376
"GAGE2E",729422,1.113001376
"GAGE3",2575,1.106049475
"GAGE3",26749,1.106049475
"GAGE4",645037,1.113001376
"GAGE4",645073,1.113001376
"GAGE4",729422,1.113001376
"GAGE4",729428,1.113001376
"GAGE5",645073,1.125967628
"GAGE5",729428,1.125967628
"GAGE5",729431,1.125967628
"GAGE6",729396,1.125967628
"GAGE6",729431,1.125967628
"GAGE6",729442,1.125967628
"GAGE7",729408,1.113001376
"GAGE7",729442,1.113001376
"GAGE7",729447,1.113001376
"GAGE8",729447,1.061479699
"GAK",2580,1.048759229
"GAL",51083,0.934865444
"GAL3ST1",9514,1.260943483
"GAL3ST2",64090,1.242517319
"GAL3ST3",89792,0.997111488
"GAL3ST4",79690,1.110855409
"GALC",2581,0.695361188
"GALE",2582,1.172057706
"GALK1",2584,1.037243032
"GALK2",2585,1.017216061
"GALM",130589,1.182094923
"GALNAC4S-6ST",51363,1.077225343
"GALNS",2588,1.012176286
"GALNT1",2589,1.465345125
"GALNT10",55568,0.908748932
"GALNT11",63917,0.853584842
"GALNT12",79695,0.835832815
"GALNT13",114805,0.94293613
"GALNT14",79623,0.861981398
"GALNT2",2590,1.024981709
"GALNT2",100132910,1.024981709
"GALNT3",2591,1.189895395
"GALNT4",8693,1.00597878
"GALNT4",282809,1.00597878
"GALNT5",11227,1.041465703
"GALNT6",11226,1.016042258
"GALNT7",51809,0.792207071
"GALNT8",26290,1.083055031
"GALNT9",100133441,0.637936271
"GALNTL1",57452,0.96822256
"GALNTL2",117248,1.181152482
"GALNTL4",374378,0.742465698
"GALNTL5",168391,0.961198317
"GALNTL6",442117,1.103104784
"GALP",85569,1.007218295
"GALR1",2587,1.033755899
"GALR2",8811,0.964678432
"GALR3",8484,1.199347658
"GALT",2592,1.01530799
"GAMT",2593,0.920559218
"GAN",8139,0.957796728
"GANAB",23193,0.799579828
"GANC",2595,1.070049132
"GAP43",2596,0.740456282
"GAPDH",2597,0.331531329
"GAPDHS",26330,1.006206273
"GAPT",202309,0.957110664
"GAPVD1",26130,0.998524609
"GAR1",54433,0.842864692
"GARNL1",253959,0.977623445
"GARNL3",84253,0.940752148
"GARNL4",23108,1.150076914
"GARS",2617,0.498730263
"GART",2618,1.016970908
"GAS1",2619,1.026754639
"GAS2",2620,0.796942288
"GAS2L1",10634,1.486176204
"GAS2L2",246176,1.265266386
"GAS2L3",283431,1.053432272
"GAS5",60674,0.819990993
"GAS6",100133684,0.956423675
"GAS7",8522,1.215120984
"GAS8",2622,0.936499018
"GAST",2520,1.092279457
"GATA1",2623,1.136067806
"GATA2",2624,1.180364154
"GATA3",2625,0.957978614
"GATA4",2626,1.085195855
"GATA5",140628,1.017696281
"GATA6",2627,1.013241393
"GATAD1",57798,0.864287578
"GATAD2A",54815,1.047887304
"GATAD2B",57459,1.427375053
"GATC",283459,0.998500223
"GATM",2628,0.936392088
"GBA",2629,0.788127701
"GBA2",57704,0.713447557
"GBA3",57733,0.958517705
"GBAP",2630,0.788127701
"GBAS",2631,0.703812286
"GBE1",2632,0.495234547
"GBF1",8729,0.933974795
"GBGT1",26301,1.104572654
"GBL",64223,0.749301607
"GBP1",2633,1.106005704
"GBP2",2634,1.236728409
"GBP3",2635,1.036046674
"GBP4",115361,0.93522914
"GBP5",115362,1.000573914
"GBP6",163351,0.983253008
"GBX1",2636,1.048964611
"GBX2",2637,1.132686557
"GC",2638,1.037065216
"GCA",25801,0.639368934
"GCAT",23464,0.609639952
"GCC1",79571,0.959932145
"GCC2",9648,0.570122313
"GCDH",2639,1.043017869
"GCET2",257144,1.078640362
"GCG",2641,0.960940407
"GCGR",2642,1.252806196
"GCH1",2643,0.898284484
"GCHFR",2644,0.816511222
"GCK",2645,1.107793516
"GCKR",2646,0.999298334
"GCLC",2729,0.710231606
"GCLM",2730,0.881673583
"GCM1",8521,1.092927117
"GCM2",9247,0.963166339
"GCN1L1",10985,0.781076902
"GCNT1",2650,1.034416293
"GCNT2",2651,0.88779759
"GCNT3",9245,0.965271475
"GCNT4",51301,1.002909923
"GCNT7",140687,1.578160909
"GCOM1",145781,1.041905841
"GCS1",7841,0.904742661
"GCSH",2653,0.688525271
"GCUD2",729533,0.768352517
"GDA",9615,1.165558755
"GDAP1",54332,0.777017304
"GDAP1L1",78997,0.696528363
"GDAP2",54834,1.135677045
"GDE1",51573,0.519807567
"GDEP",118425,0.972029052
"GDF1",10715,1.218932938
"GDF10",2662,1.032969549
"GDF11",10220,1.024442361
"GDF15",9518,0.982122615
"GDF2",2658,1.072925861
"GDF3",9573,1.257476135
"GDF5",8200,1.054424171
"GDF9",2661,1.012527021
"GDI1",2664,1.076471902
"GDI2",2665,0.648402009
"GDNF",2668,0.970850777
"GDPD1",284161,0.968290879
"GDPD2",54857,1.036607944
"GDPD3",79153,1.2091954
"GDPD5",81544,0.965005783
"GEFT",115557,0.395937197
"GEM",2669,1.318259071
"GEMIN4",50628,0.964549492
"GEMIN5",25929,0.672881356
"GEMIN6",79833,0.753416445
"GEMIN7",79760,0.864567037
"GEMIN8",54960,0.77535586
"GEN1",348654,0.893891651
"GFAP",2670,0.992415502
"GFER",2671,1.073071788
"GFI1",2672,1.093137472
"GFI1B",8328,1.088706376
"GFM1",85476,0.780383022
"GFM2",84340,0.777762536
"GFOD1",54438,0.862326585
"GFOD2",81577,0.842817722
"GFPT1",2673,0.762587616
"GFPT2",9945,1.191128393
